question_id,question,ground_truth_query,generated_query,success,total_iterations,first_attempt_valid,bleu,rouge_l_f1,jaro_winkler,jaccard_cypher,pass_at_1,jaccard_output,llmetric_q,reasoning_level,sublevel,complexity,errors_encountered
1,Berapakah jumlah SKS untuk mata kuliah 'Aljabar Linear'?,MATCH (n:MK {nama: 'Aljabar Linear'}) RETURN n.sks,MATCH (m:MK {nama: 'Aljabar Linear'}) RETURN m.sks,True,1,True,0.6665865240112948,0.7778,0.9583705025275051,0.7777777777777778,True,1.0,100.0,Fakta Eksplisit,Nodes,Easy,
2,Apakah nama lengkap dari mata kuliah dengan kode 'TKU211131'?,MATCH (n:MK {kode: 'TKU211131'}) RETURN n.nama,MATCH (m:MK {kode: 'TKU211131'}) RETURN m.nama,True,1,True,0.6389431042462724,0.75,0.9816809605488851,0.75,True,1.0,100.0,Fakta Eksplisit,Nodes,Easy,
3,Bagaimanakah deskripsi untuk Capaian Lulusan (SO) dengan kode 'KP.1'?,MATCH (n:SO {kode: 'KP.1'}) RETURN n.deskripsi,MATCH (s:SO {kode: 'KP.1'}) RETURN s.deskripsi,True,2,False,0.6901670171940026,0.7778,0.9677830940988835,0.7777777777777778,True,1.0,100.0,Fakta Eksplisit,Nodes,Easy,properties_error
4,Tampilkan seluruh mata kuliah yang ditawarkan pada semester 1.,MATCH (n:MK) WHERE n.semester = 1 RETURN n.nama,MATCH (m:MK {semester: 1}) RETURN m,True,1,True,6.701920290962685e-155,0.5882,0.8507131465026202,0.5,False,0.14285714285714285,50.05170858965596,Fakta Eksplisit,Nodes,Easy,
5,Tampilkan nama dan kode untuk semua mata kuliah yang memiliki tipe 'Pilihan'.,"MATCH (n:MK) WHERE n.tipe = 'Pilihan' RETURN n.nama, n.kode","MATCH (m:MK {tipe: 'Pilihan'}) RETURN m.nama, m.kode",True,1,True,3.7678021173807983e-78,0.6364,0.8814470443349754,0.6363636363636364,True,1.0,100.0,Fakta Eksplisit,Nodes,Easy,
6,Apa sajakah klasifikasi unik yang ada untuk semua mata kuliah?,MATCH (n:MK) RETURN DISTINCT n.klasifikasi,MATCH (m:MK) RETURN DISTINCT m.klasifikasi,True,1,True,0.4497332084013506,0.7143,0.9833333333333334,0.7142857142857143,True,1.0,100.0,Fakta Eksplisit,Nodes,Medium,
7,Berapakah jumlah total mata kuliah yang bertipe 'Wajib'?,MATCH (n:MK) WHERE n.tipe = 'Wajib' RETURN COUNT(n),MATCH (m:MK {tipe: 'Wajib'}) RETURN count(m),True,1,True,7.528934156397713e-155,0.6667,0.8835903250188966,0.6,True,1.0,100.0,Fakta Eksplisit,Nodes,Medium,
8,"Tampilkan semua mata kuliah, diurutkan berdasarkan semester dari awal hingga akhir.","MATCH (n:MK) RETURN n.nama, n.semester ORDER BY n.semester",MATCH (m:MK) RETURN m ORDER BY m.semester ASC,True,1,True,0.1860067949655926,0.5455,0.843949864867316,0.6,False,0.2777777777777778,52.50280487989214,Fakta Eksplisit,Nodes,Medium,
9,Sebutkan 5 mata kuliah yang diurutkan berdasarkan namanya.,MATCH (n:MK) RETURN n.nama ORDER BY n.nama LIMIT 5,MATCH (m:MK) RETURN m ORDER BY m.nama ASC LIMIT 5,True,1,True,0.23394472540311617,0.6667,0.8742319749216301,0.7272727272727273,False,0.1388888888888889,50.48243765238593,Fakta Eksplisit,Nodes,Medium,
10,Berapakah rata-rata jumlah SKS pada tiap semester.,"MATCH (n:MK) RETURN n.semester, AVG(n.sks) ORDER BY n.semester",MATCH (m:MK)-[:PURSUED_IN]->(s:SO) RETURN avg(m.sks) AS average_sks_per_semester,False,3,False,3.6170146665513074e-78,0.4138,0.821421052631579,0.3333333333333333,False,0.0,6.176105263157895,Fakta Eksplisit,Nodes,Medium,schema_error
11,Berapakah SKS minimum dan maksimum untuk mata kuliah dengan klasifikasi 'Sains Dasar'?,"MATCH (n:MK) WHERE n.klasifikasi = 'Sains Dasar' RETURN MIN(n.sks), MAX(n.sks)","MATCH (m:MK {klasifikasi: 'Sains Dasar'}) RETURN MIN(m.sks) AS min_sks, MAX(m.sks) AS max_sks",True,1,True,5.324605726495919e-78,0.5882,0.8521005215742058,0.5625,True,1.0,100.0,Fakta Eksplisit,Nodes,Medium,
12,Apa saja 'jalur' peminatan mata kuliah yang terdapat pada kurikulum?,MATCH (n:MK) WHERE n.jalur IS NOT NULL RETURN DISTINCT n.jalur,MATCH (m:MK)-[:PURSUED_IN]->(t:topic) RETURN DISTINCT t.jalur,False,3,False,3.226422543503988e-78,0.4167,0.834495818646762,0.35714285714285715,False,0.0,6.255979093233811,Fakta Eksplisit,Nodes,Medium,schema_error
13,Tolong daftarkan mata kuliah di tiap semester dan diurutkan per semester.,"MATCH (n:MK) WITH n.semester AS semester, COLLECT(n.nama) AS daftarMataKuliah RETURN semester, daftarMataKuliah ORDER BY semester","MATCH (m:MK)-[:PURSUED_IN]->(s:SO) RETURN s.semester, m.kode, m.nama ORDER BY s.semester ASC",False,3,False,2.865547572981042e-78,0.3684,0.6639741583403556,0.3888888888888889,False,0.0,5.161870791701778,Fakta Eksplisit,Nodes,Hard,schema_error
14,Kelompokkan semua nama mata kuliah berdasarkan tipenya.,"MATCH (n:MK) WITH n.tipe AS tipeMK, COLLECT(n.nama) AS daftarMatkul RETURN tipeMK, daftarMatkul","MATCH (m:MK) RETURN m.tipe AS tipe, COLLECT(m.nama) AS nama_mata_kuliah",True,1,True,0.2258036143242558,0.4516,0.8828475089717243,0.5384615384615384,True,1.0,100.0,Fakta Eksplisit,Nodes,Hard,
